:START_ID(Person)|:END_ID(Tag)
17592186045684|808
17592186045684|973
17592186045684|1024
17592186045684|1026
17592186045684|1172
17592186045684|1173
17592186045684|1180
17592186045684|1184
17592186045684|1185
17592186045684|1201
17592186045684|1759
17592186045684|1762
17592186045684|1995
17592186045684|2001
17592186045684|2003
17592186045684|2017
17592186045684|2034
17592186045684|2048
17592186045684|2059
17592186045684|2076
17592186045684|2078
17592186045684|2092
17592186045684|2792
17592186045684|2837
17592186045684|2862
17592186045684|2992
17592186045684|3035
17592186045684|5085
17592186045684|5118
17592186045684|5176
17592186045684|6368
17592186045684|6413
17592186045684|6945
17592186045684|9058
17592186045684|9063
17592186045684|11254
17592186045684|11375
17592186045684|11622
17592186045684|11625
17592186045684|11628
17592186045684|11695
17592186045684|11742
17592186048163|1167
17592186048163|2991
17592186048163|7380
17592186048163|7572
19791209301794|1644
19791209301794|1713
19791209301794|2089
19791209301794|2779
19791209301794|2796
19791209301794|2804
19791209301794|2958
19791209301794|6968
19791209301794|9170
19791209301794|12416
21990232556027|205
21990232556027|295
21990232556027|543
21990232556027|566
21990232556027|1030
21990232556027|1448
21990232556027|1616
21990232556027|1672
21990232556027|1984
21990232556027|2021
21990232556027|2029
21990232556027|2047
21990232556027|2780
21990232556027|2792
21990232556027|2808
21990232556027|2861
21990232556027|2924
21990232556027|2933
21990232556027|6470
21990232556027|6733
21990232556027|7494
21990232556027|9141
21990232556027|11088
21990232556027|11379
21990232556027|15333
21990232556585|138
21990232556585|216
21990232556585|281
21990232556585|286
21990232556585|566
21990232556585|573
21990232556585|574
21990232556585|576
21990232556585|593
21990232556585|781
21990232556585|1022
21990232556585|1178
21990232556585|1186
21990232556585|1545
21990232556585|1548
21990232556585|1668
21990232556585|1671
21990232556585|1672
21990232556585|1758
21990232556585|1985
21990232556585|1992
21990232556585|2008
21990232556585|2031
21990232556585|2036
21990232556585|2046
21990232556585|2058
21990232556585|2077
21990232556585|2082
21990232556585|2116
21990232556585|2778
21990232556585|2783
21990232556585|2802
21990232556585|2804
21990232556585|2806
21990232556585|2818
21990232556585|2823
21990232556585|2826
21990232556585|2832
21990232556585|2879
21990232556585|2884
21990232556585|2895
21990232556585|2912
21990232556585|2959
21990232556585|3029
21990232556585|3047
21990232556585|3087
21990232556585|4848
21990232556585|5119
21990232556585|5321
21990232556585|5563
21990232556585|6360
21990232556585|6363
21990232556585|6365
21990232556585|6706
21990232556585|7001
21990232556585|7034
21990232556585|7380
21990232556585|7521
21990232556585|7572
21990232556585|7860
21990232556585|8897
21990232556585|9150
21990232556585|9174
21990232556585|9188
21990232556585|9299
21990232556585|10038
21990232556585|10961
21990232556585|11123
21990232556585|12273
21990232556585|12392
21990232556585|13376
21990232558653|1597
21990232558653|2063
21990232559044|1498
24189255812290|1022
24189255812290|1525
24189255812290|1545
24189255812290|1864
24189255812290|2878
24189255812290|2941
24189255812290|2960
24189255812290|4917
24189255812290|8604
24189255812290|9144
24189255813101|1859
24189255814220|278
24189255814220|1197
24189255814220|1399
24189255814220|1992
24189255814220|2830
24189255814220|2948
24189255814220|5132
24189255814220|6399
24189255814220|11875
26388279066636|1524
26388279066636|2041
26388279066636|14812
28587302322727|265
28587302322727|1908
28587302322727|1953
28587302322727|2081
28587302322727|2779
28587302322727|2841
28587302322727|2860
28587302322727|2900
28587302322727|2907
28587302322727|2990
28587302322727|6984
28587302322727|6989
28587302322727|7604
28587302322727|9144
30786325578904|140
30786325578904|162
30786325578904|196
30786325578904|468
30786325578904|780
30786325578904|781
30786325578904|808
30786325578904|812
30786325578904|1023
30786325578904|1152
30786325578904|1176
30786325578904|1669
30786325578904|1910
30786325578904|1984
30786325578904|1985
30786325578904|1986
30786325578904|1987
30786325578904|1989
30786325578904|2036
30786325578904|2057
30786325578904|2088
30786325578904|2777
30786325578904|2779
30786325578904|2780
30786325578904|2793
30786325578904|2796
30786325578904|2832
30786325578904|2835
30786325578904|2836
30786325578904|2850
30786325578904|2866
30786325578904|2872
30786325578904|2914
30786325578904|2920
30786325578904|2946
30786325578904|2960
30786325578904|2982
30786325578904|2996
30786325578904|4848
30786325578904|5063
30786325578904|5450
30786325578904|6556
30786325578904|7005
30786325578904|7330
30786325578904|7433
30786325578904|7509
30786325578904|8699
30786325578904|9329
30786325578904|10222
30786325578904|11557
30786325580104|140
30786325580104|565
30786325580104|576
30786325580104|1171
30786325580104|1188
30786325580104|1732
30786325580104|1759
30786325580104|1764
30786325580104|2016
30786325580104|2795
30786325580104|2840
30786325580104|2863
30786325580104|3067
30786325580104|6367
30786325580104|6771
30786325580104|6981
2035|6
2099|558
2099|6981
3067|1412
3067|1908
3067|1952
3067|1953
3067|2000
3067|2007
3067|2784
3067|2786
3067|3032
3067|3109
3601|297
3601|775
3601|778
3601|1399
3601|1908
3601|2091
3601|2779
3601|2837
3601|2854
3601|2884
3601|6397
3601|7034
3601|8871
3601|9241
3601|11267
3601|13735
2199023256181|1
2199023256181|138
2199023256181|148
2199023256181|593
2199023256181|784
2199023256181|785
2199023256181|807
2199023256181|1201
2199023256181|1444
2199023256181|1454
2199023256181|1615
2199023256181|1667
2199023256181|1668
2199023256181|1681
2199023256181|1863
2199023256181|1985
2199023256181|1988
2199023256181|1989
2199023256181|1990
2199023256181|2000
2199023256181|2011
2199023256181|2027
2199023256181|2040
2199023256181|2066
2199023256181|2777
2199023256181|2778
2199023256181|2785
2199023256181|2786
2199023256181|2787
2199023256181|2788
2199023256181|2796
2199023256181|2804
2199023256181|2807
2199023256181|2811
2199023256181|2842
2199023256181|2853
2199023256181|2865
2199023256181|2869
2199023256181|2918
2199023256181|2935
2199023256181|2939
2199023256181|2942
2199023256181|2956
2199023256181|2982
2199023256181|3001
2199023256181|3011
2199023256181|3056
2199023256181|3061
2199023256181|3065
2199023256181|5063
2199023256181|5132
2199023256181|6131
2199023256181|6369
2199023256181|6383
2199023256181|6409
2199023256181|6412
2199023256181|6674
2199023256181|7015
2199023256181|7089
2199023256181|7148
2199023256181|7486
2199023256181|7517
2199023256181|7520
2199023256181|7538
2199023256181|7547
2199023256181|8401
2199023256181|9188
2199023256181|9261
2199023256181|9866
2199023256181|10449
2199023256181|11407
2199023256181|11537
2199023256181|11577
2199023256181|11667
2199023256181|12723
2199023258430|278
2199023258430|1990
2199023258430|1991
2199023258430|1997
2199023258430|2002
2199023258430|2033
2199023258430|2921
2199023258430|2981
2199023258430|3022
2199023258430|5147
2199023258430|5350
2199023258430|5371
2199023258430|5753
2199023258430|6810
2199023258430|7330
2199023258430|7689
2199023258430|12748
2199023258732|9
2199023258732|565
2199023258732|569
2199023258732|781
2199023258732|1181
2199023258732|1185
2199023258732|1501
2199023258732|1673
2199023258732|1761
2199023258732|1864
2199023258732|1985
2199023258732|1990
2199023258732|1997
2199023258732|2104
2199023258732|2815
2199023258732|2913
2199023258732|3015
2199023258732|3035
2199023258732|4944
2199023258732|5118
2199023258732|6399
2199023258732|6625
2199023258732|7522
4398046511870|6
4398046511870|205
4398046511870|578
4398046511870|594
4398046511870|775
4398046511870|781
4398046511870|1173
4398046511870|1177
4398046511870|1180
4398046511870|1185
4398046511870|1186
4398046511870|1615
4398046511870|1758
4398046511870|1995
4398046511870|2067
4398046511870|2838
4398046511870|2925
4398046511870|2960
4398046511870|2991
4398046511870|4847
4398046511870|5062
4398046511870|5132
4398046511870|5191
4398046511870|6413
4398046511870|6938
4398046511870|6945
4398046511870|7380
4398046511870|9174
4398046511870|11375
4398046511870|11379
4398046511870|11408
4398046511870|12002
4398046513209|146
4398046513209|294
4398046513209|522
4398046513209|572
4398046513209|806
4398046513209|2120
4398046513209|2781
4398046513209|2824
4398046513209|2832
4398046513209|2841
4398046513209|2934
4398046513209|5133
4398046513209|7523
4398046513209|11872
6597069766983|279
6597069766983|787
6597069766983|1747
6597069766983|2817
6597069766983|2824
6597069766983|2889
6597069766983|2957
6597069766983|3100
6597069766983|6080
8796093023060|558
8796093023060|574
8796093023060|11742
8796093024398|1417
8796093024830|1985
13194139534485|782
13194139534485|785
13194139534485|1171
13194139534485|1900
13194139534485|5078
13194139536519|575
13194139536519|1283
13194139536519|2106
13194139536519|2920
13194139536519|3082
13194139536519|5997
13194139537106|587
13194139537106|790
13194139537106|973
13194139537106|977
13194139537106|1174
13194139537106|1940
13194139537106|2987
13194139537106|5132
13194139537106|6413
13194139537106|7015
13194139537106|11695
15393162792434|58
15393162792434|60
15393162792434|146
15393162792434|277
15393162792434|291
15393162792434|470
15393162792434|566
15393162792434|567
15393162792434|574
15393162792434|585
15393162792434|589
15393162792434|784
15393162792434|1003
15393162792434|1024
15393162792434|1031
15393162792434|1178
15393162792434|1206
15393162792434|1545
15393162792434|1615
15393162792434|1668
15393162792434|1671
15393162792434|1986
15393162792434|1991
15393162792434|1994
15393162792434|1996
15393162792434|2003
15393162792434|2017
15393162792434|2025
15393162792434|2078
15393162792434|2104
15393162792434|2123
15393162792434|2777
15393162792434|2783
15393162792434|2797
15393162792434|2801
15393162792434|2803
15393162792434|2816
15393162792434|2842
15393162792434|2845
15393162792434|2853
15393162792434|2856
15393162792434|2859
15393162792434|2871
15393162792434|2873
15393162792434|2891
15393162792434|2934
15393162792434|2936
15393162792434|2945
15393162792434|2979
15393162792434|3011
15393162792434|3028
15393162792434|3042
15393162792434|3046
15393162792434|3061
15393162792434|3100
15393162792434|5085
15393162792434|5158
15393162792434|5184
15393162792434|5216
15393162792434|5505
15393162792434|5557
15393162792434|5603
15393162792434|5645
15393162792434|6423
15393162792434|6451
15393162792434|7031
15393162792434|7330
15393162792434|7362
15393162792434|7380
15393162792434|7438
15393162792434|7509
15393162792434|8984
15393162792434|8985
15393162792434|9141
15393162792434|11247
15393162792434|11484
15393162792434|11524
15393162792434|11625
15393162792434|11898
17592186046713|6
17592186046713|142
17592186046713|285
17592186046713|295
17592186046713|298
17592186046713|575
17592186046713|576
17592186046713|823
17592186046713|1616
17592186046713|1678
17592186046713|1984
17592186046713|1985
17592186046713|1986
17592186046713|1994
17592186046713|1995
17592186046713|1998
17592186046713|2001
17592186046713|2006
17592186046713|2011
17592186046713|2020
17592186046713|2028
17592186046713|2121
17592186046713|2777
17592186046713|2783
17592186046713|2785
17592186046713|2787
17592186046713|2789
17592186046713|2793
17592186046713|2803
17592186046713|2811
17592186046713|2816
17592186046713|2827
17592186046713|2848
17592186046713|2862
17592186046713|2863
17592186046713|2885
17592186046713|2903
17592186046713|2913
17592186046713|2940
17592186046713|2948
17592186046713|2965
17592186046713|2977
17592186046713|2980
17592186046713|3034
17592186046713|3050
17592186046713|3092
17592186046713|5085
17592186046713|5141
17592186046713|5158
17592186046713|5438
17592186046713|5448
17592186046713|5546
17592186046713|6312
17592186046713|6395
17592186046713|6409
17592186046713|6789
17592186046713|6945
17592186046713|6962
17592186046713|6981
17592186046713|6999
17592186046713|7030
17592186046713|7287
17592186046713|7300
17592186046713|7509
17592186046713|7596
17592186046713|7603
17592186046713|8146
17592186046713|9095
17592186046713|9097
17592186046713|9751
17592186046713|9898
17592186046713|10644
17592186046713|14400
17592186046713|14615
17592186047759|60
17592186047759|62
17592186047759|196
17592186047759|441
17592186047759|472
17592186047759|565
17592186047759|576
17592186047759|589
17592186047759|595
17592186047759|803
17592186047759|812
17592186047759|1031
17592186047759|1198
17592186047759|1545
17592186047759|1548
17592186047759|1668
17592186047759|1670
17592186047759|1672
17592186047759|1674
17592186047759|1676
17592186047759|1677
17592186047759|1683
17592186047759|1684
17592186047759|1764
17592186047759|1770
17592186047759|1864
17592186047759|1908
17592186047759|1954
17592186047759|2042
17592186047759|2052
17592186047759|2053
17592186047759|2099
17592186047759|2858
17592186047759|2880
17592186047759|2886
17592186047759|2903
17592186047759|2989
17592186047759|3001
17592186047759|3009
17592186047759|3049
17592186047759|3074
17592186047759|3108
17592186047759|5133
17592186047759|5848
17592186047759|6383
17592186047759|6402
17592186047759|6946
17592186047759|7003
17592186047759|7020
17592186047759|7509
17592186047759|7534
17592186047759|7555
17592186047759|7569
17592186047759|7610
17592186047759|9100
17592186047759|11644
17592186047759|11875
17592186047759|12273
17592186047759|12296
17592186047759|13818
17592186047759|14846
17592186048261|138
17592186048261|295
17592186048261|1031
17592186048261|1177
17592186048261|1403
17592186048261|1615
17592186048261|1857
17592186048261|2004
17592186048261|2008
17592186048261|2023
17592186048261|2780
17592186048261|2786
17592186048261|2806
17592186048261|2825
17592186048261|2835
17592186048261|2841
17592186048261|2926
17592186048261|2952
17592186048261|3012
17592186048261|3110
17592186048261|6991
17592186048261|6999
17592186048261|8096
17592186048261|12829
17592186048261|14801
19791209300372|280
19791209300372|777
19791209300372|1410
19791209300372|2779
21990232558019|288
21990232558019|788
21990232558019|973
21990232558019|977
21990232558019|1189
21990232558019|1418
21990232558019|1450
21990232558019|1545
21990232558019|1615
21990232558019|1670
21990232558019|1764
21990232558019|1864
21990232558019|1984
21990232558019|1989
21990232558019|2004
21990232558019|2779
21990232558019|2784
21990232558019|2793
21990232558019|2799
21990232558019|2819
21990232558019|2827
21990232558019|2858
21990232558019|2861
21990232558019|2869
21990232558019|2891
21990232558019|2902
21990232558019|2910
21990232558019|2936
21990232558019|2989
21990232558019|3001
21990232558019|3067
21990232558019|3095
21990232558019|3111
21990232558019|5147
21990232558019|5156
21990232558019|5601
21990232558019|5753
21990232558019|5827
21990232558019|6704
21990232558019|7015
21990232558019|7032
21990232558019|7355
21990232558019|7507
21990232558019|7526
21990232558019|7572
21990232558019|8655
21990232558019|9486
21990232558019|10187
21990232558019|11480
21990232558019|11695
21990232558019|11861
21990232558019|13027
26388279067350|6
26388279068275|468
26388279068275|798
26388279068275|1024
26388279068275|1193
26388279068275|1501
26388279068275|1988
26388279068275|1994
26388279068275|1996
26388279068275|2010
26388279068275|2048
26388279068275|2065
26388279068275|2108
26388279068275|2777
26388279068275|2781
26388279068275|2791
26388279068275|2792
26388279068275|2813
26388279068275|2848
26388279068275|2916
26388279068275|2944
26388279068275|2952
26388279068275|2981
26388279068275|2982
26388279068275|2986
26388279068275|2999
26388279068275|3074
26388279068275|3080
26388279068275|3093
26388279068275|5163
26388279068275|6933
26388279068275|6964
26388279068275|6974
26388279068275|7603
26388279068275|9150
26388279068275|9195
26388279068275|15678
26388279068856|522
28587302322873|244
30786325578788|1410
30786325578788|3088
30786325578788|9209
30786325580358|1025
30786325580358|1614
30786325580358|1616
30786325580358|1749
30786325580358|1984
30786325580358|2005
30786325580358|2031
30786325580358|2869
30786325580358|2871
30786325580358|2878
30786325580358|2895
30786325580358|2999
30786325580358|6413
30786325580358|7538
30786325580358|7604
30786325580358|9170
30786325580358|9637
32985348834675|6
32985348834675|8
32985348834675|9
32985348834675|139
32985348834675|205
32985348834675|418
32985348834675|449
32985348834675|575
32985348834675|578
32985348834675|587
32985348834675|588
32985348834675|594
32985348834675|596
32985348834675|775
32985348834675|778
32985348834675|781
32985348834675|782
32985348834675|795
32985348834675|808
32985348834675|973
32985348834675|974
32985348834675|976
32985348834675|1170
32985348834675|1177
32985348834675|1179
32985348834675|1180
32985348834675|1186
32985348834675|1198
32985348834675|1545
32985348834675|1749
32985348834675|1759
32985348834675|1909
32985348834675|1912
32985348834675|1984
32985348834675|1992
32985348834675|2001
32985348834675|2020
32985348834675|2028
32985348834675|2031
32985348834675|2045
32985348834675|2046
32985348834675|2054
32985348834675|2068
32985348834675|2073
32985348834675|2078
32985348834675|2109
32985348834675|2115
32985348834675|2118
32985348834675|2788
32985348834675|2789
32985348834675|2803
32985348834675|2808
32985348834675|3106
32985348834675|5074
32985348834675|5085
32985348834675|5158
32985348834675|5161
32985348834675|5191
32985348834675|5192
32985348834675|6413
32985348834675|6418
32985348834675|6945
32985348834675|6964
32985348834675|6999
32985348834675|7604
32985348834675|9036
32985348834675|9063
32985348834675|9474
32985348834675|11254
32985348834675|11379
32985348834675|11408
32985348834675|11622
32985348834675|11625
32985348834675|11628
32985348834675|11633
32985348834675|11642
32985348834675|11695
32985348834675|11742
32985348834675|12002
6597069770193|140
6597069770193|524
6597069770193|590
6597069770193|774
6597069770193|973
6597069770193|978
6597069770193|1022
6597069770193|1421
6597069770193|1749
6597069770193|1766
6597069770193|1984
6597069770193|2003
6597069770193|2008
6597069770193|2011
6597069770193|2023
6597069770193|2031
6597069770193|2038
6597069770193|2041
6597069770193|2057
6597069770193|2068
6597069770193|2082
6597069770193|2088
6597069770193|2814
6597069770193|2837
6597069770193|2843
6597069770193|2845
6597069770193|2895
6597069770193|2900
6597069770193|2915
6597069770193|2919
6597069770193|2978
6597069770193|3036
6597069770193|3094
6597069770193|5191
6597069770193|6406
6597069770193|6982
6597069770193|6987
6597069770193|6991
6597069770193|7380
6597069770193|7596
6597069770193|8334
6597069770193|9310
8796093023143|1178
8796093023143|1929
8796093023461|17
8796093024242|277
8796093024242|298
8796093024242|792
8796093024242|1190
8796093024242|1538
8796093024242|2032
8796093024242|2844
8796093024242|2880
8796093024242|3080
8796093024242|5378
8796093024242|6369
8796093024242|7005
8796093024242|7547
8796093024242|10163
8796093024242|13067
8796093024935|139
8796093024935|140
8796093024935|144
8796093024935|277
8796093024935|288
8796093024935|416
8796093024935|790
8796093024935|1446
8796093024935|1451
8796093024935|1504
8796093024935|1990
8796093024935|2033
8796093024935|2035
8796093024935|2777
8796093024935|2780
8796093024935|2784
8796093024935|2786
8796093024935|2794
8796093024935|2814
8796093024935|2902
8796093024935|2929
8796093024935|2935
8796093024935|2973
8796093024935|3041
8796093024935|5161
8796093024935|6368
8796093024935|6399
8796093024935|6577
8796093024935|6910
8796093024935|6940
8796093024935|6945
8796093024935|7521
8796093024935|7587
8796093024935|8885
8796093024935|11346
8796093024935|11577
8796093024935|12486
13194139533850|776
13194139533850|782
13194139533850|1173
13194139533850|1456
13194139533850|2003
13194139533850|2031
13194139533850|2037
13194139533850|2044
13194139533850|2084
13194139533850|2795
13194139533850|2803
13194139533850|2807
13194139533850|2831
13194139533850|2836
13194139533850|2866
13194139533850|2935
13194139533850|2962
13194139533850|2982
13194139533850|3010
13194139533850|3084
13194139533850|5633
13194139533850|6981
13194139533850|7598
13194139533850|9141
13194139533850|9772
13194139533850|12690
13194139536952|139
13194139536952|571
13194139536952|1153
13194139536952|1177
13194139536952|1421
13194139536952|1616
13194139536952|1669
13194139536952|1733
13194139536952|1760
13194139536952|1765
13194139536952|2014
13194139536952|2813
13194139536952|2814
13194139536952|2820
13194139536952|2873
13194139536952|2876
13194139536952|2896
13194139536952|2908
13194139536952|2953
13194139536952|3042
13194139536952|3047
13194139536952|3060
13194139536952|3097
13194139536952|4914
13194139536952|6900
13194139536952|7030
13194139536952|9586
13194139536952|14485
15393162789992|140
15393162789992|524
15393162789992|566
15393162789992|571
15393162789992|796
15393162789992|812
15393162789992|1191
15393162789992|1202
15393162789992|1203
15393162789992|1504
15393162789992|1670
15393162789992|1758
15393162789992|1910
15393162789992|1919
15393162789992|1985
15393162789992|2002
15393162789992|2004
15393162789992|2014
15393162789992|2022
15393162789992|2027
15393162789992|2058
15393162789992|2086
15393162789992|2092
15393162789992|2116
15393162789992|2120
15393162789992|2782
15393162789992|2795
15393162789992|2799
15393162789992|2803
15393162789992|2810
15393162789992|2858
15393162789992|2868
15393162789992|2870
15393162789992|2887
15393162789992|2906
15393162789992|2908
15393162789992|2918
15393162789992|2919
15393162789992|2965
15393162789992|2984
15393162789992|3045
15393162789992|3095
15393162789992|3097
15393162789992|4875
15393162789992|4980
15393162789992|5002
15393162789992|5546
15393162789992|5880
15393162789992|6361
15393162789992|6394
15393162789992|6449
15393162789992|6456
15393162789992|6993
15393162789992|7005
15393162789992|7523
15393162789992|7538
15393162789992|7582
15393162789992|8107
15393162789992|9058
15393162789992|9272
15393162789992|9449
15393162789992|10187
15393162789992|11295
15393162789992|12138
15393162789992|12296
15393162789992|14335
15393162790562|1944
15393162790562|9036
15393162790796|283
15393162790796|441
15393162790796|2019
15393162790796|2810
15393162790796|2812
15393162790796|2852
15393162790796|2854
15393162790796|2865
15393162790796|2936
15393162790796|2986
15393162790796|3057
15393162790796|5078
15393162790796|5116
15393162790796|5193
15393162790796|6345
15393162790796|6704
15393162790796|6981
15393162790796|7142
15393162790796|7911
15393162790796|8971
15393162790796|10410
15393162790796|10751
15393162790846|206
15393162790846|1190
15393162790846|1937
15393162790846|2095
15393162790846|2778
15393162790846|2836
15393162790846|5997
15393162790846|6249
15393162790846|6823
15393162790846|8332
15393162790846|8373
15393162790846|9369
17592186044504|275
17592186044504|784
17592186044504|1762
17592186044504|1990
17592186044504|2856
17592186044504|11633
17592186044504|11872
17592186044810|8
17592186044810|206
17592186044810|569
17592186044810|778
17592186044810|1408
17592186044810|1454
17592186044810|1760
17592186044810|1989
17592186044810|2044
17592186044810|2779
17592186044810|2783
17592186044810|2885
17592186044810|3041
17592186044810|5062
17592186044810|5163
17592186044810|6438
17592186044810|7507
17592186044810|11409
17592186044810|12047
17592186044810|12296
19791209300058|1429
19791209300058|5721
19791209300058|6365
19791209301789|82
19791209301789|1988
19791209301789|2827
19791209301789|2852
19791209301789|2900
19791209301789|9058
21990232556714|547
21990232557292|590
21990232557292|774
21990232557292|780
21990232557292|782
21990232557292|1152
21990232557292|1153
21990232557292|1190
21990232557292|1424
21990232557292|1997
21990232557292|2941
21990232557292|8410
21990232557292|9195
21990232557292|11698
21990232557481|575
21990232557481|781
21990232557481|794
21990232557481|1182
21990232557481|1186
21990232557481|1617
21990232557481|1637
21990232557481|1758
21990232557481|1990
21990232557481|2107
21990232557481|2800
21990232557481|2867
21990232557481|2898
21990232557481|2924
21990232557481|2982
21990232557481|3073
21990232557481|6740
21990232557481|7012
21990232557481|7015
21990232557481|7023
21990232557481|7640
21990232559223|443
21990232559223|448
21990232559223|565
21990232559223|568
21990232559223|581
21990232559223|782
21990232559223|1178
21990232559223|1186
21990232559223|1204
21990232559223|1616
21990232559223|1667
21990232559223|1672
21990232559223|1749
21990232559223|1984
21990232559223|1986
21990232559223|1995
21990232559223|2021
21990232559223|2050
21990232559223|2078
21990232559223|2083
21990232559223|2781
21990232559223|2789
21990232559223|2797
21990232559223|2799
21990232559223|2823
21990232559223|2848
21990232559223|2928
21990232559223|2936
