:START_ID(Person)|:END_ID(Person)|creationDate:LONG
15393162791382|26388279067952|1332019322128
15393162791382|26388279068324|1327643437308
15393162791382|26388279068331|1329919011577
15393162791382|26388279068495|1330748695670
15393162791382|26388279068724|1328806957547
15393162791382|26388279068852|1328310372956
15393162791382|26388279069695|1331109793039
15393162791382|26388279069892|1329640681080
15393162791382|26388279069978|1330296804814
15393162791382|26388279070070|1330785770708
15393162791382|28587302323020|1335511193744
15393162791382|28587302323577|1332652424319
15393162791382|28587302324954|1334784755156
15393162791382|30786325578057|1340149927781
15393162791382|30786325581118|1339989138289
15393162791382|30786325581206|1340936249758
15393162791382|32985348833329|1344659348246
15393162791382|32985348833702|1345109066925
15393162791382|32985348834536|1347134538024
15393162791382|32985348835899|1343754422803
15393162791382|32985348836352|1345384148839
15393162791382|32985348836980|1347442630986
15393162791382|32985348836981|1344023735352
17592186045684|19791209302403|1312730371218
17592186045684|26388279068863|1331717278695
17592186048163|21990232558653|1320672360539
17592186048163|21990232558990|1319147713545
17592186048163|24189255811663|1324993266699
17592186048163|26388279070207|1329327091417
17592186048163|32985348835207|1346954251719
19791209301794|21990232556903|1322091663539
19791209301794|21990232558432|1318633892525
19791209301794|21990232559344|1318042573959
19791209301794|26388279066664|1328486632167
19791209301794|26388279067479|1331899672830
19791209301794|26388279067534|1327664299043
19791209301794|30786325578329|1341828924846
19791209301794|30786325578585|1341698358283
19791209301794|32985348835199|1343990335294
19791209301794|32985348835269|1346354022818
19791209301794|32985348836496|1347016149310
19791209301794|32985348836696|1344233810683
21990232556027|21990232558836|1319982832685
21990232556027|26388279067534|1326513537981
21990232556027|26388279068863|1333552125457
21990232556585|21990232557493|1320894661263
21990232556585|21990232559206|1321291115976
21990232556585|24189255813332|1325940426312
21990232556585|26388279067635|1329557124829
21990232556585|28587302323591|1337396607106
21990232556585|28587302324213|1336055349720
21990232556585|30786325578932|1339465072134
21990232556585|30786325579648|1340805307541
21990232556585|30786325580379|1339204899084
21990232556585|30786325580412|1337773428671
21990232556585|32985348833438|1344983833249
21990232556585|32985348834937|1347038664042
21990232556585|32985348836884|1343111466057
21990232558653|21990232558726|1320877863062
21990232558653|21990232558849|1319702265388
21990232558653|21990232558871|1320422934842
21990232558653|24189255811663|1323779511008
21990232558653|24189255812657|1325344444955
21990232558653|24189255813447|1325193291166
21990232558653|24189255814524|1322641915441
21990232558653|24189255814674|1324012360829
21990232558653|24189255814728|1322296234768
21990232558653|24189255814901|1323685915778
21990232558653|26388279067039|1328408765334
21990232558653|26388279067871|1328999381380
21990232558653|26388279068903|1332802877330
21990232558653|26388279069203|1329167029075
21990232558653|26388279069574|1329245739609
21990232558653|26388279069828|1328799747053
21990232558653|26388279070275|1328686742155
21990232558653|28587302322565|1335688927293
21990232558653|28587302324102|1335132800685
21990232558653|28587302324107|1334010541245
21990232558653|28587302324596|1334751269351
21990232558653|28587302325030|1333836716366
21990232558653|28587302325465|1337041812836
21990232558653|28587302325867|1337700980041
21990232558653|30786325577859|1341085411479
21990232558653|30786325578737|1342008318210
21990232558653|30786325579189|1340137166220
21990232558653|30786325579492|1339631927859
21990232558653|30786325580104|1341056370618
21990232558653|30786325580343|1339922972637
21990232558653|30786325581011|1337115844423
21990232558653|30786325581345|1338346975569
21990232558653|30786325581490|1343605337114
21990232558653|32985348833887|1346681530971
21990232558653|32985348833995|1346561692299
21990232558653|32985348835199|1345926689751
21990232558653|32985348835447|1344075637052
21990232558653|32985348836239|1344184607650
21990232558653|32985348836292|1347430011997
21990232558653|32985348836352|1345905780480
21990232558653|32985348836496|1346026050080
24189255812290|24189255813174|1326296444329
24189255812290|24189255813553|1326695138803
24189255812290|30786325579720|1342567159904
24189255812290|30786325581473|1342229885172
24189255812290|32985348834375|1343434621540
24189255812290|32985348834655|1346694439833
24189255813101|26388279067054|1328143974485
24189255813101|28587302322537|1335410294545
24189255813101|28587302323682|1332516224766
24189255814220|26388279067534|1326407172154
24189255814220|26388279070362|1330064282355
24189255814220|30786325580437|1339669077813
26388279066636|26388279070362|1329464504903
30786325578904|32985348835269|1346442766857
30786325580104|32985348834375|1344264378640
2099|2199023257063|1271394297891
2099|4398046512826|1279656118739
2099|4398046513018|1274788766192
2099|6597069766850|1281828442579
2099|8796093025074|1288920840271
2099|10995116280036|1294706059291
2099|13194139534578|1296080701804
2099|13194139536106|1296969670893
2099|17592186044994|1307840424314
2099|17592186046943|1309612730931
2099|21990232558990|1318127537621
2099|24189255811663|1325182997991
2099|24189255814889|1322355088054
2099|26388279067534|1328296827825
2099|30786325579845|1339336813589
2099|30786325581208|1339317871724
3067|3627|1265246457054
3067|4398046512826|1279027957933
3067|6597069767242|1281269997155
3067|6597069768782|1279008467184
3067|8796093024809|1289056412456
3067|8796093025074|1289040710420
3067|13194139535717|1294853757308
3067|17592186045408|1307283674863
3067|19791209303491|1312907765514
3067|24189255811663|1322901860059
3067|26388279068863|1333518177171
3067|26388279069685|1330995592154
3067|30786325578585|1340653603593
3067|30786325579845|1339610885128
3067|32985348834375|1343702972808
3067|32985348835135|1347110826502
3601|2199023259200|1270068421677
3601|4398046512826|1279143010353
3601|6597069767242|1281913881392
3601|10995116279390|1293810219467
3601|10995116280534|1294034278548
3601|13194139535878|1299103970836
3601|15393162790796|1306348787704
3601|17592186046531|1308847703523
3601|17592186046908|1307769866090
3601|19791209300631|1314357808907
3601|19791209303201|1314300395529
3601|26388279070342|1327777268140
3601|28587302322431|1335213478251
3601|28587302325774|1336086133972
3601|30786325578585|1341900901619
3601|30786325579845|1339551620863
3601|32985348835447|1344252325105
3601|32985348835762|1343585970935
3601|32985348835879|1345493548657
2199023256181|4398046513186|1276607662886
2199023256181|4398046513729|1276752759817
2199023256181|6597069767377|1285485317624
2199023256181|8796093024822|1284814544584
2199023256181|8796093025361|1287062929266
2199023256181|8796093025833|1287338480253
2199023256181|10995116278184|1293010047019
2199023256181|10995116280854|1294945945964
2199023256181|13194139533653|1297622101410
2199023256181|13194139534142|1297620091889
2199023256181|13194139537010|1296917889275
2199023256181|15393162789560|1300709308440
2199023256181|17592186045074|1308527314417
2199023256181|17592186045573|1309919951434
2199023256181|17592186046908|1308058988353
2199023256181|21990232556528|1320662710019
2199023256181|21990232556605|1319809645889
2199023256181|26388279070350|1329200576762
2199023256181|28587302322288|1333479100816
2199023256181|28587302323385|1332827449342
2199023256181|30786325579845|1338363082406
2199023256181|30786325580446|1339686201592
2199023258430|6597069768780|1281902574874
2199023258430|10995116278264|1295117740445
2199023258430|10995116279390|1295340994719
2199023258430|13194139533535|1296189726479
2199023258430|15393162792614|1301209525285
2199023258430|26388279070207|1330983551706
2199023258430|26388279070362|1329412677576
2199023258430|32985348835207|1346413243682
2199023258732|4398046512194|1278324662222
2199023258732|4398046513032|1275803417778
2199023258732|6597069768549|1281728236014
2199023258732|8796093024809|1288978249003
2199023258732|17592186046293|1309422561206
2199023258732|19791209302613|1313001984513
2199023258732|19791209303491|1314794829420
2199023258732|26388279070223|1330294697838
2199023258732|30786325579845|1338918056043
4398046511870|4398046514593|1279508210290
4398046511870|19791209303331|1314451739915
4398046511870|24189255811663|1325041031970
4398046511870|30786325581208|1337399421828
4398046513209|13194139534548|1297880392719
4398046513209|13194139535025|1298209310758
4398046513209|13194139535632|1298119465656
4398046513209|15393162790796|1305640412060
4398046513209|17592186047159|1306665456412
4398046513209|17592186048155|1309007336098
4398046513209|19791209302403|1313069976537
4398046513209|21990232558990|1320372600281
4398046513209|24189255814889|1323375437431
4398046513209|32985348833533|1342285456592
6597069766983|6597069768780|1280290903755
6597069766983|13194139536738|1295045397091
6597069766983|15393162789093|1303753838629
6597069766983|15393162789604|1304274665855
6597069766983|19791209301454|1311010596622
6597069766983|21990232558653|1320153545576
6597069766983|24189255812226|1324355877458
6597069766983|26388279067534|1326917164995
6597069766983|32985348834375|1343234950987
6597069766983|32985348835144|1343327470398
6597069766983|32985348836352|1347260368021
6597069766983|32985348836506|1344086549952
8796093023060|8796093023133|1290259513699
8796093023060|8796093023506|1286618125910
8796093023060|8796093023897|1289289514570
8796093023060|8796093026103|1286811587264
8796093023060|10995116280412|1294658852860
8796093023060|10995116280592|1292357666399
8796093023060|13194139534578|1296065679583
8796093023060|13194139534803|1298381986030
8796093023060|13194139534853|1299591132713
8796093023060|13194139535660|1299619129583
8796093023060|13194139535778|1299801383085
8796093023060|15393162789274|1302283998877
8796093023060|15393162789787|1305138505435
8796093023060|17592186048155|1309638537301
8796093023060|17592186048248|1311000913832
8796093023060|19791209301454|1311157045108
8796093023060|19791209301519|1311345835075
8796093023060|19791209301554|1311834579743
8796093023060|19791209302055|1312743052327
8796093023060|21990232555850|1316187767639
8796093023060|21990232556497|1317140127202
8796093023060|21990232557823|1319860784111
8796093023060|21990232558990|1318809859589
8796093023060|21990232559206|1320850460585
8796093023060|24189255812607|1322307075979
8796093023060|24189255813121|1322010328046
8796093023060|24189255813517|1325304093715
8796093023060|24189255814889|1322132041865
8796093023060|26388279068495|1330044002609
8796093023060|26388279069097|1328198468699
8796093023060|28587302322537|1333915629304
8796093023060|28587302323441|1333785341250
8796093023060|28587302324596|1335057317494
8796093023060|28587302325151|1333646775143
8796093023060|30786325578525|1339351567253
8796093023060|30786325578676|1341921569498
8796093023060|30786325580437|1337865773080
8796093023060|32985348833438|1343079297226
8796093023060|32985348833673|1343234642742
8796093024398|10995116279657|1295087421173
8796093024398|13194139535025|1297551651842
8796093024398|13194139535717|1295877975974
8796093024398|15393162790472|1303369604780
8796093024398|15393162791578|1304523080642
8796093024398|15393162792459|1302042217479
8796093024398|21990232555524|1320108743267
8796093024398|24189255812924|1326375301841
8796093024398|24189255813016|1325973295937
8796093024398|24189255813553|1324474094635
8796093024398|24189255813948|1326732429069
8796093024398|24189255814068|1322987322925
8796093024398|24189255814728|1323324238586
8796093024398|26388279068863|1332227709967
8796093024398|26388279069141|1329994074200
8796093024398|26388279069359|1327938657157
8796093024398|28587302322686|1334990325261
8796093024398|28587302323175|1335139119792
8796093024398|28587302323592|1333713606467
8796093024398|28587302325873|1334530342541
8796093024398|28587302326035|1335426529873
8796093024398|30786325580358|1339889512220
8796093024398|32985348835319|1343652123655
8796093024830|10995116278224|1295279435935
8796093024830|15393162790400|1301095776004
8796093024830|19791209300326|1310929722512
8796093024830|19791209300608|1312534510303
8796093024830|19791209300787|1316135319594
8796093024830|21990232557814|1321436946644
8796093024830|24189255813332|1324471556408
8796093024830|30786325578585|1342812084373
8796093024830|32985348835207|1346625364614
13194139534485|13194139537008|1299225638310
13194139534485|15393162791621|1304436113717
13194139534485|17592186045238|1306355484487
13194139534485|17592186046531|1308966045557
13194139534485|19791209300507|1315678662043
13194139534485|21990232556463|1316592482878
13194139534485|21990232557330|1317435931950
13194139534485|26388279067426|1332383737729
13194139534485|28587302323990|1338176782257
13194139534485|28587302324576|1332748596634
13194139534485|30786325578383|1338906881470
13194139534485|32985348836215|1342175121836
13194139536519|19791209302403|1311462536927
13194139536519|28587302325178|1335306635460
13194139536519|30786325578585|1340673365389
13194139536519|30786325578932|1340407431565
13194139537106|15393162790223|1305237291653
13194139537106|17592186045896|1310990155046
13194139537106|19791209300020|1312420515962
13194139537106|19791209302783|1314773223903
13194139537106|19791209303757|1311131847775
13194139537106|21990232557079|1317153493394
13194139537106|21990232557330|1317815448110
13194139537106|21990232558657|1318296513746
13194139537106|24189255811862|1323872201470
13194139537106|24189255812802|1323170985158
13194139537106|26388279070362|1329624031617
13194139537106|32985348833533|1344463088388
13194139537106|32985348834375|1344134929758
13194139537106|32985348834585|1343973396222
17592186046713|24189255813121|1322840586862
17592186046713|30786325578676|1342320613051
17592186046713|32985348834873|1346221996798
17592186047759|19791209303138|1313320028898
17592186047759|21990232556180|1321103916562
17592186047759|21990232556491|1322577478054
17592186047759|21990232557038|1316657353106
17592186047759|21990232557176|1320125894694
17592186047759|21990232557315|1318005113347
17592186047759|21990232558653|1319480472158
17592186047759|21990232558756|1320820328426
17592186047759|24189255812657|1324686872963
17592186047759|24189255814175|1326269786277
17592186047759|24189255814531|1324797328051
17592186047759|24189255814875|1324444538053
17592186047759|26388279067871|1329117632256
17592186047759|26388279069942|1329951737584
17592186047759|26388279070275|1329941126934
17592186047759|28587302322537|1335630119234
17592186047759|28587302323579|1334257567081
17592186047759|28587302325036|1336280966717
17592186047759|32985348833794|1344093953594
17592186047759|32985348835207|1345825520437
17592186047759|32985348835374|1343928606589
17592186047759|32985348836909|1342468051444
17592186048261|19791209300830|1311095968324
17592186048261|19791209301592|1316940186739
17592186048261|19791209301605|1313581091332
17592186048261|19791209301812|1315179782187
17592186048261|19791209302009|1315374910640
17592186048261|19791209302926|1314181074522
17592186048261|19791209303024|1314791017363
17592186048261|19791209303234|1312824585164
17592186048261|21990232556441|1319902703677
17592186048261|21990232556463|1315910677352
17592186048261|21990232556614|1318436860576
17592186048261|21990232556714|1319537539486
17592186048261|21990232556897|1319697130812
17592186048261|21990232557294|1320681573752
17592186048261|21990232557493|1322051326741
17592186048261|21990232557888|1319091178309
17592186048261|21990232557970|1318802308717
17592186048261|21990232558836|1317684770053
17592186048261|21990232559204|1316238607535
17592186048261|24189255811776|1324959292549
17592186048261|24189255812446|1323927280488
17592186048261|24189255813050|1325299768080
17592186048261|24189255813968|1323273047338
17592186048261|24189255814130|1322673401864
17592186048261|24189255814337|1326493825551
17592186048261|24189255814430|1323467547044
17592186048261|24189255814531|1325276174120
17592186048261|24189255814682|1325814162567
17592186048261|24189255814716|1324543772690
17592186048261|24189255814875|1326426157155
17592186048261|26388279067635|1330033433760
17592186048261|26388279067796|1329091244228
17592186048261|26388279068150|1330496196763
17592186048261|26388279068324|1327046261826
17592186048261|26388279068740|1327283515461
17592186048261|26388279068775|1328048478423
17592186048261|26388279069936|1328367987416
17592186048261|26388279069942|1329396751895
17592186048261|26388279069964|1328324762801
17592186048261|26388279070362|1328608155183
17592186048261|26388279070479|1326843408897
17592186048261|28587302322530|1334055973813
17592186048261|28587302322548|1335797698293
17592186048261|28587302322686|1336509793617
17592186048261|28587302322790|1337594501170
17592186048261|28587302322814|1334599260194
17592186048261|28587302322870|1335827949981
17592186048261|28587302323141|1333477583845
17592186048261|28587302323193|1336748370959
17592186048261|28587302323276|1334364209853
17592186048261|28587302323597|1335798672693
17592186048261|28587302323682|1332713090701
17592186048261|28587302323895|1337090220062
17592186048261|28587302324070|1335427811804
17592186048261|28587302324494|1333314765930
17592186048261|28587302324992|1335587240049
17592186048261|28587302325201|1337473804783
17592186048261|28587302325414|1336593771263
17592186048261|30786325578608|1342728868936
17592186048261|30786325579451|1339395124209
17592186048261|30786325579799|1338026286676
17592186048261|30786325580460|1343755388581
17592186048261|30786325580549|1339873538183
17592186048261|30786325580699|1341101977715
17592186048261|30786325580777|1341264426251
17592186048261|30786325580949|1342498960578
17592186048261|30786325581213|1341879152520
17592186048261|30786325581544|1338690549638
17592186048261|32985348834064|1346622587855
17592186048261|32985348834174|1342914401923
17592186048261|32985348834768|1343628143045
17592186048261|32985348835319|1343796784660
17592186048261|32985348835435|1345059222645
17592186048261|32985348835899|1344684613797
17592186048261|32985348835906|1346334533180
17592186048261|32985348836180|1345147455242
17592186048261|32985348836287|1346667664685
17592186048261|32985348836290|1343632104065
17592186048261|32985348836462|1344306257284
19791209300372|21990232557420|1319723353453
19791209300372|30786325578755|1339192444835
26388279067350|26388279067734|1331324532995
26388279067350|26388279067952|1332227065365
26388279067350|30786325579845|1338671546858
26388279067350|30786325581208|1337006119533
26388279067350|30786325581473|1342203343921
26388279068275|26388279068296|1333156146482
26388279068275|26388279069942|1331912531530
26388279068275|26388279070010|1331288443889
26388279068275|26388279070235|1331496002411
26388279068275|26388279070356|1332997893981
26388279068275|26388279070463|1333171327670
26388279068275|28587302324058|1337876363086
26388279068275|28587302325422|1331872151826
26388279068275|28587302325706|1336779615751
26388279068275|28587302325873|1333624625494
26388279068275|30786325578057|1340139796563
26388279068275|30786325579121|1338840028656
26388279068275|30786325579455|1340374521954
26388279068275|30786325579579|1339712655356
26388279068275|30786325580480|1338238514964
26388279068275|30786325580879|1340515062164
26388279068275|30786325581540|1338924860602
26388279068275|32985348833438|1343792188963
26388279068275|32985348834625|1344283048734
26388279068275|32985348836777|1342561437459
26388279068856|26388279069992|1330125586027
26388279068856|26388279070362|1330965426482
26388279068856|28587302323722|1335033821724
26388279068856|30786325578676|1340967191682
26388279068856|30786325579755|1340145166805
26388279068856|32985348833533|1344374565734
26388279068856|32985348833673|1344392519256
26388279068856|32985348834375|1343328904944
26388279068856|32985348836506|1343747353094
28587302322873|32985348833673|1341995328188
30786325580358|32985348834013|1343231795893
30786325580358|32985348834375|1344304015726
30786325580358|32985348836239|1345238425860
8796093023143|8796093025200|1289761542159
8796093023143|10995116278496|1294159323833
8796093023143|10995116278912|1292200664750
8796093023143|10995116280333|1291313952692
8796093023143|10995116280854|1293833044299
8796093023143|13194139533574|1298537995560
8796093023143|13194139534267|1296200051279
8796093023143|13194139535371|1296526719869
8796093023143|13194139536310|1295247504462
8796093023143|15393162789219|1304145371004
8796093023143|15393162790347|1304268791796
8796093023143|15393162790615|1306595155382
8796093023143|15393162791621|1304269132051
8796093023143|15393162792614|1302804606270
8796093023143|17592186045078|1305962693667
8796093023143|19791209301794|1313770622534
8796093023143|19791209302163|1316085230888
8796093023143|19791209302403|1312225895308
8796093023143|19791209302544|1316376871916
8796093023143|19791209303757|1310552752281
8796093023143|19791209303818|1315452607857
8796093023143|21990232555571|1320150196693
8796093023143|21990232556220|1318327867729
8796093023143|21990232557903|1319506159845
8796093023143|21990232558500|1319937268648
8796093023143|21990232559344|1318196525726
8796093023143|24189255811862|1322334968294
8796093023143|26388279066885|1330268714257
8796093023143|26388279067560|1328989253328
8796093023143|26388279068324|1328183489972
8796093023143|26388279070342|1329140552741
8796093023143|26388279070362|1328652905154
8796093023143|28587302322718|1337133590477
8796093023143|28587302323136|1332459450633
8796093023143|28587302323592|1333743015188
8796093023143|28587302325954|1334397620893
8796093023143|30786325578258|1341335614687
8796093023143|30786325579731|1337518753482
8796093023143|30786325580421|1341191824608
8796093023143|30786325580547|1338375712601
8796093023143|30786325580709|1341005646280
8796093023143|30786325581345|1339165892464
8796093023143|32985348833798|1347264107211
8796093023143|32985348836496|1346235258335
8796093024242|8796093025992|1289287627221
8796093024242|10995116279619|1290670791328
8796093024242|10995116280854|1294805264418
8796093024242|13194139535014|1297049875378
8796093024242|13194139535025|1298712596018
8796093024242|13194139535456|1294899038339
8796093024242|13194139535878|1297967471543
8796093024242|13194139535930|1298802068848
8796093024242|13194139536497|1297107833990
8796093024242|13194139536738|1296406880213
8796093024242|15393162792715|1299672919619
8796093024242|17592186046755|1307586522947
8796093024242|17592186046913|1306423764539
8796093024242|17592186047267|1306272881403
8796093024242|17592186047602|1311230136149
8796093024242|17592186047668|1307346351812
8796093024242|17592186048023|1309604295835
8796093024242|17592186048140|1307312851062
8796093024242|19791209300147|1317415241569
8796093024242|19791209300608|1313709701843
8796093024242|19791209301664|1314157127945
8796093024242|19791209301760|1316513560991
8796093024242|19791209301798|1315249965009
8796093024242|19791209302403|1313357975703
8796093024242|19791209302513|1315113343558
8796093024242|19791209302520|1312174182848
8796093024242|19791209303061|1315318222913
8796093024242|19791209303481|1315403930085
8796093024242|21990232555627|1320640425950
8796093024242|21990232555850|1317008191046
8796093024242|21990232556018|1318844817593
8796093024242|21990232556141|1320455484877
8796093024242|21990232556469|1320223743210
8796093024242|21990232559334|1321593016737
8796093024242|24189255811086|1326153105791
8796093024242|24189255811312|1323383146987
8796093024242|24189255812226|1324458380802
8796093024242|24189255813174|1324540918780
8796093024242|24189255813524|1322349582639
8796093024242|24189255813941|1322188940047
8796093024242|24189255814349|1326489557030
8796093024242|24189255814783|1327011439746
8796093024242|26388279066664|1328206848458
8796093024242|26388279067771|1330854257723
8796093024242|26388279068206|1328581876850
8796093024242|26388279068485|1330783181224
8796093024242|26388279068495|1329406781997
8796093024242|26388279068635|1328917711330
8796093024242|26388279068724|1329195818267
8796093024242|26388279069573|1329354442103
8796093024242|26388279070293|1327553320240
8796093024242|26388279070342|1328685447189
8796093024242|28587302322548|1337608849730
8796093024242|28587302324107|1335099736355
8796093024242|28587302324670|1335379828926
8796093024242|28587302325083|1333464511046
8796093024242|28587302325529|1336021926889
8796093024242|28587302325627|1334135882150
8796093024242|28587302325712|1333926329449
8796093024242|30786325577877|1338487670457
8796093024242|30786325578755|1339999078825
8796093024242|30786325578963|1339682636534
8796093024242|30786325579189|1340852906467
8796093024242|30786325579579|1338302411528
8796093024242|30786325579755|1340058271573
8796093024242|30786325579849|1338016042696
8796093024242|30786325580699|1340073691951
8796093024242|30786325580956|1338946309193
8796093024242|32985348833548|1345572680074
8796093024242|32985348833995|1346988482069
8796093024242|32985348834301|1346281848705
8796093024242|32985348835762|1343188302346
8796093024242|32985348835879|1343671462768
8796093024242|32985348836424|1346693924818
8796093024242|32985348836951|1346351896981
13194139533850|13194139534279|1299106274687
13194139533850|13194139535625|1299298805207
13194139533850|13194139537008|1298363625499
13194139533850|17592186044532|1309436203108
13194139533850|17592186046363|1309636954018
13194139533850|17592186046411|1307121323058
13194139533850|17592186046788|1309534066422
13194139533850|19791209300507|1314842837019
13194139533850|19791209300796|1312751564084
13194139533850|19791209303234|1313294832095
13194139533850|19791209303491|1313455968593
13194139533850|21990232555650|1317302616038
13194139533850|21990232557330|1317453924607
13194139533850|24189255813453|1326827347960
13194139533850|24189255813579|1323423761127
13194139533850|26388279067796|1331068625493
13194139533850|26388279069209|1328222754696
13194139533850|28587302323577|1333396597150
13194139533850|28587302324576|1332596568568
13194139533850|28587302325670|1333433072403
13194139533850|28587302326060|1335369494160
13194139533850|30786325578932|1340615418713
13194139533850|30786325579091|1339989492471
13194139533850|32985348835811|1346289173464
13194139536952|28587302324596|1335188447931
13194139536952|30786325581473|1340819661918
15393162789992|30786325578585|1340570383244
15393162789992|32985348834375|1344453503653
15393162790796|15393162790920|1305245055013
15393162790796|15393162791355|1304938278348
15393162790796|15393162791572|1305281672625
15393162790796|15393162791621|1304888855396
15393162790796|15393162791892|1304054362374
15393162790796|15393162792030|1305753592741
15393162790796|15393162792181|1305465836339
15393162790796|15393162792630|1304469041521
15393162790796|17592186044857|1311234074092
15393162790796|17592186044868|1309950597756
15393162790796|17592186044994|1306301699598
15393162790796|17592186045019|1311063874221
15393162790796|17592186045382|1308077582566
15393162790796|17592186045693|1308267213998
15393162790796|17592186045865|1307718199024
15393162790796|17592186046531|1306901972632
15393162790796|17592186046534|1306623295848
15393162790796|17592186046713|1307735845848
15393162790796|17592186046830|1308572572708
15393162790796|17592186046876|1309369464311
15393162790796|17592186046913|1305384410507
15393162790796|17592186047583|1308060294728
15393162790796|17592186047786|1309113667805
15393162790796|17592186047843|1307172063885
15393162790796|17592186048310|1309976763933
15393162790796|19791209300359|1316224167121
15393162790796|19791209300372|1317518558171
15393162790796|19791209300839|1315085329066
15393162790796|19791209301332|1314246552668
15393162790796|19791209301354|1311323170022
15393162790796|19791209301780|1314722244935
15393162790796|19791209301809|1314727650264
15393162790796|19791209302057|1315616042218
15393162790796|19791209302313|1314347131162
15393162790796|19791209302510|1316714499607
15393162790796|19791209302941|1313865139129
15393162790796|19791209303099|1312230924573
15393162790796|19791209303123|1314467403013
15393162790796|19791209303133|1313705222237
15393162790796|19791209303201|1312356411138
15393162790796|19791209303205|1312473470069
15393162790796|19791209303234|1312660583469
15393162790796|19791209303550|1311886304385
15393162790796|19791209303580|1312818468892
15393162790796|21990232555801|1320263562870
15393162790796|21990232556141|1322048070280
15393162790796|21990232556497|1317307934224
15393162790796|21990232556536|1319623502085
15393162790796|21990232556725|1315694338438
15393162790796|21990232557420|1319955044053
15393162790796|21990232557538|1320191181738
15393162790796|21990232558080|1318759035503
15393162790796|21990232558309|1319110445878
15393162790796|21990232558899|1318257097220
15393162790796|21990232558990|1319691541654
15393162790796|21990232559204|1317753174998
15393162790796|21990232559223|1318134165161
15393162790796|21990232559368|1322497869782
15393162790796|21990232559411|1321533878475
15393162790796|24189255811116|1325199559685
15393162790796|24189255811500|1326606000434
15393162790796|24189255811707|1321831107424
15393162790796|24189255811726|1325243691938
