:START_ID(Forum)|:END_ID(Tag)
687194767554|7034
687194767554|7380
687194767554|7521
687194767554|7572
687194767554|7860
687194767554|8897
687194767554|9150
687194767554|9174
687194767554|9188
687194767554|9299
687194767554|10038
687194767554|10961
687194767554|11123
687194767554|12273
687194767554|12392
687194767554|13376
962072674499|138
893353197764|574
824633721029|3047
1030792151240|2804
962072674506|3047
824633721037|566
893353197774|2077
755914244303|7380
1030792151248|3029
687194767569|1597
687194767569|2063
687194767570|1498
755914244307|1498
893353197781|1498
962072674519|1498
687194767576|1498
962072674521|1498
962072674522|1498
755914244316|1498
1030792151261|1498
755914244318|1498
824633721055|1498
893353197793|1498
755914244322|1022
755914244322|1525
755914244322|1545
755914244322|1864
755914244322|2878
755914244322|2941
755914244322|2960
755914244322|4917
755914244322|8604
755914244322|9144
755914244323|1859
755914244324|278
755914244324|1197
755914244324|1399
755914244324|1992
755914244324|2830
755914244324|2948
755914244324|5132
755914244324|6399
755914244324|11875
893353197797|278
824633721062|6399
755914244327|1399
824633721064|1399
1099511628010|6399
1030792151275|2948
962072674541|11875
755914244335|278
755914244336|1197
824633721074|1524
824633721074|2041
824633721074|14812
893353197811|1524
1030792151284|1524
1030792151286|14812
1030792151287|1524
893353197816|2041
1030792151289|14812
893353197819|2041
893353197820|2041
893353197821|265
893353197821|1908
893353197821|1953
893353197821|2081
893353197821|2779
893353197821|2841
893353197821|2860
893353197821|2900
893353197821|2907
893353197821|2990
893353197821|6984
893353197821|6989
893353197821|7604
893353197821|9144
962072674558|140
962072674558|162
962072674558|196
962072674558|468
962072674558|780
962072674558|781
962072674558|808
962072674558|812
962072674558|1023
962072674558|1152
962072674558|1176
962072674558|1669
962072674558|1910
962072674558|1984
962072674558|1985
962072674558|1986
962072674558|1987
962072674558|1989
962072674558|2036
962072674558|2057
962072674558|2088
962072674558|2777
962072674558|2779
962072674558|2780
962072674558|2793
962072674558|2796
962072674558|2832
962072674558|2835
962072674558|2836
962072674558|2850
962072674558|2866
962072674558|2872
962072674558|2914
962072674558|2920
962072674558|2946
962072674558|2960
962072674558|2982
962072674558|2996
962072674558|4848
962072674558|5063
962072674558|5450
962072674558|6556
962072674558|7005
962072674558|7330
962072674558|7433
962072674558|7509
962072674558|8699
962072674558|9329
962072674558|10222
962072674558|11557
962072674562|2779
1030792151299|1176
1030792151300|2866
1030792151301|2780
962072674567|140
962072674567|565
962072674567|576
962072674567|1171
962072674567|1188
962072674567|1732
962072674567|1759
962072674567|1764
962072674567|2016
962072674567|2795
962072674567|2840
962072674567|2863
962072674567|3067
962072674567|6367
962072674567|6771
962072674567|6981
272|6
687194767633|6
68719477010|6
962072674579|6
687194767636|6
962072674581|6
687194767638|6
343597383959|6
687194767640|6
68719477017|6
137438953754|6
1030792151323|6
687194767644|6
274877907229|6
343597383966|6
755914244383|6
962072674592|6
137438953761|6
1030792151331|6
481036337444|6
137438953765|6
274877907238|6
824633721127|6
481036337449|6
206158430506|6
824633721131|6
68719477036|6
687194767661|6
687194767662|6
618475290927|6
755914244400|6
755914244401|6
687194767666|6
307|558
307|6981
412316860724|6981
962072674613|558
687194767670|6981
412316860727|6981
549755814200|6981
549755814201|6981
343597383994|6981
824633721148|6981
343597383997|6981
412316860734|558
274877907263|6981
481036337472|558
549755814210|558
412316860739|6981
824633721157|6981
824633721158|6981
618475290951|558
343597384008|558
343597384010|6981
343597384011|558
687194767692|558
68719477069|6981
1030792151374|558
1030792151375|6981
206158430544|6981
549755814225|558
755914244434|6981
206158430547|558
687194767700|558
962072674645|558
412316860758|558
343|1412
343|1908
343|1952
343|1953
343|2000
343|2007
343|2784
343|2786
343|3032
343|3109
344|297
344|775
344|778
344|1399
344|1908
344|2091
344|2779
344|2837
344|2854
344|2884
344|6397
344|7034
344|8871
344|9241
344|11267
344|13735
68719477081|1
68719477081|138
68719477081|148
68719477081|593
68719477081|784
68719477081|785
68719477081|807
68719477081|1201
68719477081|1444
68719477081|1454
68719477081|1615
68719477081|1667
68719477081|1668
68719477081|1681
68719477081|1863
68719477081|1985
68719477081|1988
68719477081|1989
68719477081|1990
68719477081|2000
68719477081|2011
68719477081|2027
68719477081|2040
68719477081|2066
68719477081|2777
68719477081|2778
68719477081|2785
68719477081|2786
68719477081|2787
68719477081|2788
68719477081|2796
68719477081|2804
68719477081|2807
68719477081|2811
68719477081|2842
68719477081|2853
68719477081|2865
68719477081|2869
68719477081|2918
68719477081|2935
68719477081|2939
68719477081|2942
68719477081|2956
68719477081|2982
68719477081|3001
68719477081|3011
68719477081|3056
68719477081|3061
68719477081|3065
68719477081|5063
68719477081|5132
68719477081|6131
68719477081|6369
68719477081|6383
68719477081|6409
68719477081|6412
68719477081|6674
68719477081|7015
68719477081|7089
68719477081|7148
68719477081|7486
68719477081|7517
68719477081|7520
68719477081|7538
68719477081|7547
68719477081|8401
68719477081|9188
68719477081|9261
68719477081|9866
68719477081|10449
68719477081|11407
68719477081|11537
68719477081|11577
68719477081|11667
68719477081|12723
68719477082|278
68719477082|1990
68719477082|1991
68719477082|1997
68719477082|2002
68719477082|2033
68719477082|2921
68719477082|2981
68719477082|3022
68719477082|5147
68719477082|5350
68719477082|5371
68719477082|5753
68719477082|6810
68719477082|7330
68719477082|7689
68719477082|12748
68719477083|9
68719477083|565
68719477083|569
68719477083|781
68719477083|1181
68719477083|1185
68719477083|1501
68719477083|1673
68719477083|1761
68719477083|1864
68719477083|1985
68719477083|1990
68719477083|1997
68719477083|2104
68719477083|2815
68719477083|2913
68719477083|3015
68719477083|3035
68719477083|4944
68719477083|5118
68719477083|6399
68719477083|6625
68719477083|7522
137438953820|6
137438953820|205
137438953820|578
137438953820|594
137438953820|775
137438953820|781
137438953820|1173
137438953820|1177
137438953820|1180
137438953820|1185
137438953820|1186
137438953820|1615
137438953820|1758
137438953820|1995
137438953820|2067
137438953820|2838
137438953820|2925
137438953820|2960
137438953820|2991
137438953820|4847
137438953820|5062
137438953820|5132
137438953820|5191
137438953820|6413
137438953820|6938
137438953820|6945
137438953820|7380
137438953820|9174
137438953820|11375
137438953820|11379
137438953820|11408
137438953820|12002
137438953821|6945
549755814238|9174
206158430559|1173
481036337504|2960
618475290977|1173
1030792151394|1995
343597384035|1173
137438953828|1995
893353197925|1173
618475290982|11379
755914244456|205
274877907305|2067
137438953834|775
824633721195|7380
893353197932|6945
962072674669|5132
962072674671|2991
481036337520|2991
893353197937|2960
687194767730|775
1030792151411|6945
481036337524|2960
549755814262|4847
343597384055|2991
412316860792|2991
274877907321|7380
1030792151418|11375
893353197947|1615
549755814268|6
137438953853|146
137438953853|294
137438953853|522
137438953853|572
137438953853|806
137438953853|2120
137438953853|2781
137438953853|2824
137438953853|2832
137438953853|2841
137438953853|2934
137438953853|5133
137438953853|7523
137438953853|11872
481036337534|294
755914244479|2824
412316860800|2120
274877907330|146
755914244483|806
206158430596|5133
687194767749|2934
824633721222|2841
824633721223|294
962072674696|572
755914244489|806
343597384074|2934
343597384075|522
343597384076|294
618475291021|5133
618475291023|2824
274877907344|2841
481036337553|7523
824633721234|806
618475291027|522
481036337556|2832
893353197973|806
274877907350|2824
481036337559|2120
412316860824|2934
755914244505|11872
206158430618|2841
206158430619|294
206158430621|279
206158430621|787
206158430621|1747
206158430621|2817
206158430621|2824
206158430621|2889
206158430621|2957
206158430621|3100
206158430621|6080
549755814302|279
618475291039|2957
549755814304|1747
343597384097|2817
1030792151458|3100
274877907363|1747
618475291044|2889
274877907365|787
274877907366|787
962072674728|2889
206158430633|1747
755914244522|279
206158430635|787
618475291052|2824
824633721261|2957
1030792151470|3100
1030792151471|2824
618475291056|1747
755914244529|279
343597384114|1747
755914244531|2824
962072674740|787
893353198005|279
549755814327|2824
412316860856|279
893353198009|6080
549755814330|279
274877907388|558
274877907388|574
274877907388|11742
618475291069|558
962072674750|11742
1030792151487|574
824633721280|558
1099511628225|558
412316860866|558
618475291075|574
755914244549|558
893353198022|11742
618475291080|11742
1030792151497|558
893353198026|11742
824633721291|11742
343597384140|558
412316860877|574
618475291086|574
549755814351|574
412316860880|574
824633721297|574
618475291090|11742
1030792151507|558
343597384148|574
755914244565|558
687194767830|11742
343597384151|574
824633721304|11742
274877907417|1417
687194767834|1417
274877907419|1417
549755814364|1417
1030792151518|1417
343597384159|1417
481036337633|1417
412316860898|1417
755914244579|1417
962072674788|1417
343597384165|1417
549755814374|1417
893353198056|1417
549755814377|1417
1030792151530|1417
412316860907|1417
412316860908|1417
687194767853|1417
1030792151534|1417
412316860911|1417
412316860912|1417
1030792151539|1417
481036337652|1417
755914244597|1417
274877907446|1985
343597384183|1985
549755814393|1985
481036337658|1985
412316860923|1985
755914244604|1985
893353198077|1985
343597384190|1985
618475291135|1985
481036337664|1985
412316860929|1985
343597384194|1985
893353198083|1985
687194767876|1985
755914244616|1985
687194767881|1985
755914244618|1985
893353198091|1985
755914244620|1985
481036337678|1985
1030792151567|1985
343597384208|1985
412316860945|782
412316860945|785
412316860945|1171
412316860945|1900
412316860945|5078
1030792151570|782
824633721364|785
755914244632|785
687194767897|1900
687194767899|1171
755914244636|785
1030792151581|1171
618475291166|5078
481036337695|5078
687194767904|782
893353198113|782
481036337699|5078
687194767908|785
755914244645|782
893353198119|782
824633721384|5078
412316860969|575
412316860969|1283
412316860969|2106
412316860969|2920
412316860969|3082
412316860969|5997
412316860970|587
412316860970|790
412316860970|973
412316860970|977
412316860970|1174
412316860970|1940
412316860970|2987
412316860970|5132
412316860970|6413
412316860970|7015
412316860970|11695
687194767915|973
618475291180|587
412316860973|977
893353198127|2987
1030792151600|11695
687194767921|5132
687194767922|790
755914244659|7015
687194767924|977
962072674869|977
755914244662|7015
893353198136|973
687194767929|973
1030792151610|973
755914244667|977
962072674876|6413
412316860989|5132
893353198142|11695
481036337727|973
1030792151616|2987
481036337729|58
481036337729|60
481036337729|146
481036337729|277
481036337729|291
481036337729|470
481036337729|566
481036337729|567
481036337729|574
481036337729|585
481036337729|589
481036337729|784
481036337729|1003
481036337729|1024
481036337729|1031
481036337729|1178
481036337729|1206
481036337729|1545
481036337729|1615
481036337729|1668
481036337729|1671
481036337729|1986
481036337729|1991
481036337729|1994
481036337729|1996
481036337729|2003
481036337729|2017
481036337729|2025
481036337729|2078
481036337729|2104
481036337729|2123
481036337729|2777
481036337729|2783
481036337729|2797
481036337729|2801
481036337729|2803
481036337729|2816
481036337729|2842
481036337729|2845
481036337729|2853
481036337729|2856
481036337729|2859
481036337729|2871
481036337729|2873
481036337729|2891
481036337729|2934
481036337729|2936
481036337729|2945
481036337729|2979
481036337729|3011
481036337729|3028
481036337729|3042
481036337729|3046
481036337729|3061
481036337729|3100
481036337729|5085
481036337729|5158
481036337729|5184
481036337729|5216
481036337729|5505
481036337729|5557
481036337729|5603
481036337729|5645
481036337729|6423
481036337729|6451
481036337729|7031
481036337729|7330
481036337729|7362
481036337729|7380
481036337729|7438
481036337729|7509
481036337729|8984
481036337729|8985
481036337729|9141
481036337729|11247
481036337729|11484
481036337729|11524
481036337729|11625
481036337729|11898
549755814466|6
549755814466|142
549755814466|285
549755814466|295
549755814466|298
549755814466|575
549755814466|576
549755814466|823
549755814466|1616
549755814466|1678
549755814466|1984
549755814466|1985
549755814466|1986
549755814466|1994
549755814466|1995
549755814466|1998
549755814466|2001
549755814466|2006
549755814466|2011
549755814466|2020
549755814466|2028
549755814466|2121
549755814466|2777
549755814466|2783
549755814466|2785
549755814466|2787
549755814466|2789
549755814466|2793
549755814466|2803
549755814466|2811
549755814466|2816
549755814466|2827
549755814466|2848
549755814466|2862
549755814466|2863
549755814466|2885
549755814466|2903
549755814466|2913
549755814466|2940
549755814466|2948
549755814466|2965
549755814466|2977
549755814466|2980
549755814466|3034
549755814466|3050
549755814466|3092
549755814466|5085
549755814466|5141
549755814466|5158
549755814466|5438
549755814466|5448
549755814466|5546
549755814466|6312
549755814466|6395
549755814466|6409
549755814466|6789
549755814466|6945
549755814466|6962
549755814466|6981
549755814466|6999
549755814466|7030
549755814466|7287
549755814466|7300
549755814466|7509
549755814466|7596
549755814466|7603
549755814466|8146
549755814466|9095
549755814466|9097
549755814466|9751
549755814466|9898
549755814466|10644
549755814466|14400
549755814466|14615
549755814467|60
549755814467|62
549755814467|196
549755814467|441
549755814467|472
549755814467|565
549755814467|576
549755814467|589
549755814467|595
549755814467|803
549755814467|812
549755814467|1031
549755814467|1198
549755814467|1545
549755814467|1548
549755814467|1668
549755814467|1670
549755814467|1672
549755814467|1674
549755814467|1676
549755814467|1677
549755814467|1683
549755814467|1684
549755814467|1764
549755814467|1770
549755814467|1864
549755814467|1908
549755814467|1954
549755814467|2042
549755814467|2052
549755814467|2053
549755814467|2099
549755814467|2858
549755814467|2880
549755814467|2886
549755814467|2903
549755814467|2989
549755814467|3001
549755814467|3009
549755814467|3049
549755814467|3074
549755814467|3108
549755814467|5133
549755814467|5848
549755814467|6383
549755814467|6402
549755814467|6946
549755814467|7003
549755814467|7020
549755814467|7509
549755814467|7534
549755814467|7555
549755814467|7569
549755814467|7610
549755814467|9100
549755814467|11644
549755814467|11875
549755814467|12273
549755814467|12296
549755814467|13818
549755814467|14846
687194767940|7555
893353198149|1684
687194767942|1670
687194767944|5848
618475291211|6946
1030792151628|1548
824633721422|6383
618475291215|441
618475291216|7555
755914244689|1676
893353198162|2052
1030792151635|3001
618475291220|1677
824633721429|5133
618475291222|589
755914244695|1198
1030792151640|7555
549755814489|138
549755814489|295
549755814489|1031
549755814489|1177
549755814489|1403
549755814489|1615
549755814489|1857
549755814489|2004
549755814489|2008
549755814489|2023
549755814489|2780
549755814489|2786
549755814489|2806
549755814489|2825
549755814489|2835
549755814489|2841
549755814489|2926
549755814489|2952
549755814489|3012
549755814489|3110
549755814489|6991
549755814489|6999
549755814489|8096
549755814489|12829
549755814489|14801
618475291226|280
618475291226|777
618475291226|1410
618475291226|2779
687194767963|288
687194767963|788
687194767963|973
687194767963|977
687194767963|1189
687194767963|1418
687194767963|1450
687194767963|1545
687194767963|1615
687194767963|1670
687194767963|1764
687194767963|1864
687194767963|1984
687194767963|1989
687194767963|2004
687194767963|2779
687194767963|2784
687194767963|2793
687194767963|2799
687194767963|2819
687194767963|2827
687194767963|2858
687194767963|2861
687194767963|2869
687194767963|2891
687194767963|2902
687194767963|2910
687194767963|2936
687194767963|2989
687194767963|3001
687194767963|3067
687194767963|3095
687194767963|3111
687194767963|5147
687194767963|5156
687194767963|5601
687194767963|5753
687194767963|5827
687194767963|6704
687194767963|7015
687194767963|7032
687194767963|7355
687194767963|7507
687194767963|7526
687194767963|7572
687194767963|8655
687194767963|9486
687194767963|10187
687194767963|11480
687194767963|11695
687194767963|11861
687194767963|13027
824633721436|6
824633721437|468
824633721437|798
824633721437|1024
824633721437|1193
824633721437|1501
824633721437|1988
824633721437|1994
824633721437|1996
824633721437|2010
824633721437|2048
824633721437|2065
824633721437|2108
824633721437|2777
824633721437|2781
824633721437|2791
824633721437|2792
824633721437|2813
824633721437|2848
824633721437|2916
824633721437|2944
824633721437|2952
824633721437|2981
824633721437|2982
824633721437|2986
824633721437|2999
824633721437|3074
824633721437|3080
824633721437|3093
824633721437|5163
824633721437|6933
824633721437|6964
824633721437|6974
824633721437|7603
824633721437|9150
824633721437|9195
824633721437|15678
962072674910|9150
962072674912|2999
962072674913|2048
962072674915|2982
893353198180|468
962072674917|2848
893353198183|9150
824633721448|522
893353198185|244
962072674922|244
1030792151660|244
1030792151661|244
1030792151662|244
1030792151664|244
962072674930|1410
962072674930|3088
962072674930|9209
962072674932|9209
962072674935|9209
962072674938|1025
962072674938|1614
962072674938|1616
962072674938|1749
962072674938|1984
962072674938|2005
962072674938|2031
962072674938|2869
962072674938|2871
962072674938|2878
962072674938|2895
962072674938|2999
962072674938|6413
962072674938|7538
962072674938|7604
962072674938|9170
962072674938|9637
1030792151675|6
1030792151675|8
1030792151675|9
1030792151675|139
1030792151675|205
1030792151675|418
1030792151675|449
1030792151675|575
1030792151675|578
1030792151675|587
1030792151675|588
1030792151675|594
1030792151675|596
1030792151675|775
1030792151675|778
1030792151675|781
1030792151675|782
1030792151675|795
1030792151675|808
1030792151675|973
1030792151675|974
1030792151675|976
1030792151675|1170
1030792151675|1177
1030792151675|1179
1030792151675|1180
1030792151675|1186
1030792151675|1198
1030792151675|1545
1030792151675|1749
1030792151675|1759
1030792151675|1909
1030792151675|1912
1030792151675|1984
1030792151675|1992
1030792151675|2001
1030792151675|2020
1030792151675|2028
1030792151675|2031
1030792151675|2045
1030792151675|2046
1030792151675|2054
1030792151675|2068
1030792151675|2073
1030792151675|2078
1030792151675|2109
1030792151675|2115
1030792151675|2118
1030792151675|2788
1030792151675|2789
1030792151675|2803
1030792151675|2808
1030792151675|3106
1030792151675|5074
1030792151675|5085
1030792151675|5158
1030792151675|5161
1030792151675|5191
1030792151675|5192
1030792151675|6413
1030792151675|6418
1030792151675|6945
1030792151675|6964
1030792151675|6999
1030792151675|7604
1030792151675|9036
1030792151675|9063
1030792151675|9474
1030792151675|11254
1030792151675|11379
1030792151675|11408
1030792151675|11622
1030792151675|11625
1030792151675|11628
1030792151675|11633
1030792151675|11642
1030792151675|11695
1030792151675|11742
1030792151675|12002
1099511628413|781
206158430852|140
206158430852|524
206158430852|590
206158430852|774
206158430852|973
206158430852|978
206158430852|1022
206158430852|1421
206158430852|1749
206158430852|1766
206158430852|1984
206158430852|2003
206158430852|2008
206158430852|2011
206158430852|2023
206158430852|2031
206158430852|2038
206158430852|2041
206158430852|2057
206158430852|2068
206158430852|2082
206158430852|2088
206158430852|2814
206158430852|2837
206158430852|2843
206158430852|2845
206158430852|2895
206158430852|2900
206158430852|2915
206158430852|2919
206158430852|2978
206158430852|3036
206158430852|3094
206158430852|5191
206158430852|6406
206158430852|6982
206158430852|6987
206158430852|6991
206158430852|7380
206158430852|7596
206158430852|8334
206158430852|9310
274877907589|1178
274877907589|1929
1030792151686|1929
962072674951|1929
412316861065|1929
687194768010|1178
412316861067|1929
687194768012|1178
481036337805|1929
618475291278|1178
893353198223|1178
412316861072|1178
412316861073|1929
1030792151699|1178
893353198228|1929
343597384341|1178
